id-datalake,nct_id,brief_title,official_title,phase,recruitment_status,start_date,completion_date,primary_completion_date,enrollment,enrollment_type,indications,interventions_drugs,drugs_datalake,main_technologies,specific_technologies,target_names,target_abbreviations,start_year,duration,success
61690,NCT06669572,Lenvatinib and Pembrolizumab to Treat Patients With Anal or Rectum Cancer That Has Gotten Worse After Initial Treatment,"A Phase II, Multi-center, Single Arm Trial of Lenvatinib Plus Pembrolizumab in Patients With Unresectable Locally Advanced and/or Metastatic Anorectal Squamous Cell Carcinoma (ASCC) After Progression on First Line Chemotherapy.",2,not_yet_recruiting,2026-01-13,2029-03-26,2029-03-26,35.0,ESTIMATED,"['Anorectal Cancer', 'Epithelial Neoplasm']","['Pembrolizumab', 'Lenvatinib']","['B936', 'B261']","[['Antibody'], ['Small Molecule']]","[['Monoclonal Antibody'], ['Small Molecule']]","[['Programmed cell death protein 1'], ['Fibroblast growth factor receptor 1', 'Fibroblast growth factor receptor 2', 'Fibroblast growth factor receptor 3', 'Fibroblast growth factor receptor 4', 'Platelet-derived growth factor receptor alpha', 'Stem cell growth factor receptor', 'Tyrosine-protein kinase receptor RET', 'Vascular endothelial growth factor receptor 1', 'Vascular endothelial growth factor receptor 2', 'Vascular endothelial growth factor receptor 3']]","[['PD-1'], ['FGFR1', 'FGFR2', 'FGFR3', 'FGFR4', 'PDGFRÎ±', 'c-Kit', 'RET', 'VEGFR1', 'VEGFR2', 'VEGFR3']]",2026.0,1168.0,0
63117,NCT06883552,"An Open-label, Single-arm Clinical Study of Stapokibart Injection in Combination with Tislelizumab Injection in Patients with Non-Small Cell Lung Cancer","An Open-label, Single-arm Clinical Study of Stapokibart Injection in Combination with Tislelizumab Injection in Patients with Non-Small Cell Lung Cancer",2,not_yet_recruiting,2025-10-01,2026-10-01,2026-10-01,21.0,ESTIMATED,['Thoracic Neoplasm'],['Tislelizumab'],['B1344'],[['Antibody']],[['Monoclonal Antibody']],[['Programmed cell death protein 1']],[['PD-1']],2025.0,365.0,0
56177,NCT06366490,Safety and Immunogenicity of Innocell Autologous Cellular Immunotherapy in Recurrent Epithelial Ovarian Cancer,Phase 1 Study to Assess the Safety and Immunogenicity of Innocell Autologous Cellular Immunotherapy Administered in Patients with Recurrent Epithelial Ovarian Cancer,1,not_yet_recruiting,2025-06-30,2026-06-30,2025-12-30,8.0,ESTIMATED,['Ovarian Cancer'],['Innocell'],['B11796'],[['Cancer Vaccine']],[['Whole Tumor Cell Vaccine']],[[]],[[]],2025.0,365.0,0
62820,NCT06835387,Study of NALIRIFOX in Advanced Unresectable Small Bowel Tumors,Phase II Study of NALIRIFOX (Nanoliposomal Irinotecan + Oxaliplatin With Fluorouracil and Folinic Acid) in Advanced Unresectable Small Bowel Tumors,2,recruiting,2025-05-31,2028-08-31,2027-08-31,36.0,ESTIMATED,['Small Intestinal Adenocarcinoma'],"['Irinotecan Sucrosofate', 'Dexamethasone', '5-HT3 Receptor Antagonist', 'Oxaliplatin', 'Fluorouracil', 'Folinic acid']","['B1128', 'B1229', 'B493', 'B226']","[['Small Molecule'], ['Small Molecule'], ['Small Molecule'], []]","[['Small Molecule'], ['Small Molecule'], ['Small Molecule'], []]","[['Glucocorticoid receptor'], ['DNA'], ['Thymidylate synthase'], []]","[['GR'], ['DNA'], ['TYMS'], []]",2025.0,1188.0,0
63206,NCT06896188,"9-ING-41 Combined with Retifanlimab, Plus Modified FOLFIRINOX for Patients with Advanced Pancreatic Adenocarcinoma (RiLEY)","A Phase Ib Study of 9-ING-41 (elraglusib), a Glycogen Synthase Kinase 3-beta (GSK-3Î²) Inhibitor, Combined with Retifanlimab, a PD-1 Inhibitor, Plus Modified FOLFIRINOX As Frontline Therapy for Patients with Advanced Pancreatic Adenocarcinoma (RiLEY)",1,not_yet_recruiting,2025-05-31,2028-12-31,2027-05-31,12.0,ESTIMATED,['Pancreatic Cancer'],"['Retifanlimab', 'Oxaliplatin', 'Folinic acid', 'Irinotecan', 'Fluorouracil', 'Elraglusib']","['B1394', 'B1229', 'B226', 'B1679', 'B493', 'B1684']","[['Antibody'], ['Small Molecule'], [], ['Small Molecule'], ['Small Molecule'], ['Small Molecule']]","[['Monoclonal Antibody'], ['Small Molecule'], [], ['Small Molecule'], ['Small Molecule'], ['Small Molecule']]","[['Programmed cell death protein 1'], ['DNA'], [], ['DNA topoisomerase I'], ['Thymidylate synthase'], ['Glycogen synthase kinase-3 beta']]","[['PD-1'], ['DNA'], [], ['TOP1'], ['TYMS'], ['GSK-3Î²']]",2025.0,1310.0,0
62724,NCT06822972,HCMT/MM2401: Ph2 Study of Selinexor + Bispecific Antibody for RRMM,A Phase II Safety and Efficacy Study of Selinexor in Combination With Bispecific Antibody in Patients With Relapsed/Refractory Multiple Myeloma,2,not_yet_recruiting,2025-05-01,2027-12-31,2026-04-30,27.0,ESTIMATED,"['Multiple Myeloma', 'Multiple Myeloma']",['Selinexor'],['B1030'],[['Small Molecule']],[['Small Molecule']],[['Exportin-1 protein']],[['XPO1']],2025.0,974.0,0
63277,NCT06906562,A Phase II Telemedicine Study of Pemigatinib in Adult Patients With Advanced or Metastatic Pancreas Cancer With FGFR Genetic Alterations,A Phase II Telemedicine Study of Pemigatinib in Adult Patients With Advanced or Metastatic Pancreas Cancer With FGFR2 Gene Fusions or Other FGFR Genetic Alterations,2,not_yet_recruiting,2025-05-01,2026-12-31,2026-12-31,40.0,ESTIMATED,"['Pancreatic Cancer', 'FGFR Mutation', 'Renal Cell Carcinoma', 'FGFR2 Gene Translocation', 'Pancreatic Cancer', 'Epithelial Neoplasm']","['Pemigatinib', 'Computed Tomography Colonography', 'Magnetic Resonance Imaging']",['B1274'],[['Small Molecule']],[['Small Molecule']],"[['Fibroblast growth factor receptor 1', 'Fibroblast growth factor receptor 2', 'Fibroblast growth factor receptor 3']]","[['FGFR1', 'FGFR2', 'FGFR3']]",2025.0,609.0,0
55910,NCT06328036,Testing the Combination of Anti-cancer Drugs Tiragolumab and Atezolizumab to Improve Outcomes for Patients With Recurrent Glioblastoma,Phase 2 and Biomarker Trial of Anti-TIGIT and Anti-PDL1 in Patients With Recurrent Glioblastoma,2,withdrawn,2025-04-30,2025-07-01,2025-07-01,0.0,ACTUAL,['Glioblastoma'],"['Atezolizumab', 'Biospecimen Collection', 'Magnetic Resonance Imaging', 'Surgical Procedure', 'Tiragolumab']","['B1084', 'B1397']","[['Antibody'], ['Antibody']]","[['Monoclonal Antibody'], ['Monoclonal Antibody']]","[['Programmed death-ligand 1'], ['T cell immunoglobulin and ITIM domains']]","[['PDL1'], ['TIGIT']]",2025.0,62.0,0
54225,NCT06066138,A Study of Therapeutic Drug Monitoring-Based Atezolizumab Dosing,A Feasibility Multicenter Phase I Study of Therapeutic Drug Monitoring-Based Atezolizumab Dosing,1,recruiting,2025-04-10,2027-01-31,2026-01-31,40.0,ESTIMATED,"['Soft Tissue Sarcoma', 'Soft Tissue Sarcoma', 'Non-Small Cell Lung Cancer', 'Epithelial Neoplasm', 'Neuroendocrine Carcinoma', 'Epithelial Neoplasm', 'Hepatocellular Carcinoma', 'Hepatocellular Carcinoma', 'Skin Melanoma', 'Metastatic Melanoma']",['Atezolizumab'],['B1084'],[['Antibody']],[['Monoclonal Antibody']],[['Programmed death-ligand 1']],[['PDL1']],2025.0,661.0,0
63290,NCT06908031,SCRT + mFOLFOX6 + PD-1 Antibody + Targeted Therapy for HIgh-Risk pMMR/MSS Rectal Cancer,"Short-Course Radiotherapy Combined With mFOLFOX6, PD-1 Antibody and Cetuximab (for RAS/BRAF Wild-Type)/Bevacizumab (for RAS/BRAF Mutant) in High-Risk pMMR/MSS Rectal Adenocarcinoma: a Prospective, Multicenter Phase II Study",3,recruiting,2025-04-02,2027-04-01,2027-04-01,49.0,ESTIMATED,"['Osteosarcoma', 'MSS', 'Rectal Carcinoma']","['Radiation Therapy', 'Iparomlimab', 'mFOLFOX6', 'Cetuximab', 'Bevacizumab', 'Resection']","['B4868', 'B164', 'B167']","[['Antibody'], ['Antibody'], ['Antibody']]","[['Monoclonal Antibody'], ['Monoclonal Antibody'], ['Monoclonal Antibody']]","[['Programmed cell death protein 1'], ['Epidermal growth factor receptor erbB1'], ['Vascular endothelial growth factor A']]","[['PD-1'], ['EGFR'], ['VEGF-A']]",2025.0,729.0,0
63319,NCT06912152,MT027 in Patients With Advanced Peritoneal Malignancies or Abdominal Metastatic Solid Tumors,"Phase I Dose-Escalation Study of MT027: Evaluating Tolerability, Safety, Pharmacokinetics, and Preliminary Efficacy in Patients With Advanced Peritoneal Malignancies or Abdominal Metastatic Solid Tumors",1,recruiting,2025-04-02,2028-12-31,2028-10-31,12.0,ESTIMATED,['Peritoneal Malignant Mesothelioma'],"['Fludarabine', 'Cyclophosphamide', 'MT-027']","['B346', 'B2818', 'B9987']","[['Small Molecule'], ['Small Molecule'], ['Chimeric Antigen Receptor T-Cell Therapy (CAR-T)']]","[['Small Molecule'], ['Small Molecule'], ['Chimeric Antigen Receptor T-Cell Therapy (CAR-T)']]","[['Ribonucleotide reductase', 'RNA polymerase II'], ['DNA'], ['CD276 antigen']]","[['DNA polymerase III', 'RNR', 'RNA polymerase II'], ['DNA'], ['B7H3']]",2025.0,1369.0,0
53135,NCT05903833,"Pembrolizumab in Combination With Lenvatinib in Pts With Recurrent, Persistent, Metastatic or Locally Advanced Vulvar Cancer Not Amenable to Curative Surgery or Radiotherapy","Pembrolizumab in Combination With Lenvatinib in Pts With Recurrent, Persistent, Metastatic or Locally Advanced Vulvar Cancer Not Amenable to Curative Surgery or Radiotherapy (A Multicenter, Single-arm Phase II, Open-label Study of the AGO Study Group)",2,not_yet_recruiting,2025-04-01,2029-10-30,2027-10-30,42.0,ESTIMATED,"['Vulvar Carcinoma', 'Vulvar Carcinoma', 'Vulvar Carcinoma', 'Vulvar Carcinoma']","['Pembrolizumab', 'Lenvatinib']","['B936', 'B261']","[['Antibody'], ['Small Molecule']]","[['Monoclonal Antibody'], ['Small Molecule']]","[['Programmed cell death protein 1'], ['Fibroblast growth factor receptor 1', 'Fibroblast growth factor receptor 2', 'Fibroblast growth factor receptor 3', 'Fibroblast growth factor receptor 4', 'Platelet-derived growth factor receptor alpha', 'Stem cell growth factor receptor', 'Tyrosine-protein kinase receptor RET', 'Vascular endothelial growth factor receptor 1', 'Vascular endothelial growth factor receptor 2', 'Vascular endothelial growth factor receptor 3']]","[['PD-1'], ['FGFR1', 'FGFR2', 'FGFR3', 'FGFR4', 'PDGFRÎ±', 'c-Kit', 'RET', 'VEGFR1', 'VEGFR2', 'VEGFR3']]",2025.0,1673.0,0
56156,NCT06364267,Low Dose Exemestane Vs Low Dose Tamoxifen in Post-menopausal Women At High Risk for Breast Cancer.,Randomized Double Blind Phase II Trial of Baby Exemestane Vs Baby Tamoxifen in Post-menopausal Women At High Risk for Breast Cancer.,2,not_yet_recruiting,2025-04-01,2027-01-31,2027-01-31,140.0,ESTIMATED,['Breast Cancer'],"['Tamoxifen', 'Exemestane']","['B2062', 'B86']","[['Small Molecule'], ['Small Molecule']]","[['Small Molecule'], ['Small Molecule']]","[['Estrogen receptors'], ['Aromatase']]","[['ER'], ['aromatase']]",2025.0,670.0,0
57195,NCT06508931,Safety and Efficacy Study of Zamtocabtagene Autoleucel (MB-CART2019.1) in Pediatric Patients With Relapsed or Refractory B-Cell Neoplasms,"A Single-arm, Multi-center, Open-label Phase II Study to Determine the Safety and Efficacy of MB-CART2019.1 in Pediatric Subjects With Relapsed/Refractory (r/r) Mature B-cell Neoplasms Who Have Relapsed After One or More Prior Therapies, Including Subjects With Primary Refractory Disease",2,not_yet_recruiting,2025-04-01,2029-10-01,2029-09-29,31.0,ESTIMATED,['Hematology'],['Zamtocabtagene autoleucel'],['B3067'],[['Chimeric Antigen Receptor T-Cell Therapy (CAR-T)']],[['Chimeric Antigen Receptor T-Cell Therapy (CAR-T)']],"[['B-lymphocyte antigen CD19', 'B-lymphocyte antigen CD20']]","[['CD19', 'CD20']]",2025.0,1644.0,0
57250,NCT06517017,"Use of Isatuximab, Dexamethasone and Lenalidomide in a Go-Slow Fashion for Ultra-Frail Patients With Multiple Myeloma","Use of Isatuximab, Dexamethasone and Lenalidomide in a Go-Slow Fashion for Ultra-Frail Patients With Multiple Myeloma: A Phase 2 Multicenter Study",2,not_yet_recruiting,2025-03-31,2027-11-30,2026-11-30,40.0,ESTIMATED,"['Multiple Myeloma', 'Plasma Cell Leukemia']","['Isatuximab', 'Dexamethasone', 'Lenalidomide']","['B1027', 'B1128', 'B2071']","[['Antibody'], ['Small Molecule'], ['Small Molecule']]","[['Monoclonal Antibody'], ['Small Molecule'], ['Molecular glue']]","[['Lymphocyte differentiation antigen CD38'], ['Glucocorticoid receptor'], ['casein kinase 1 alpha 1', 'Cereblon', 'DNA-binding protein Ikaros', 'Interleukin-2', 'Interleukin-6', 'Tumor necrosis factor Î±', 'Zinc finger protein Aiolos']]","[['CD38'], ['GR'], ['IFNÎ³', 'CK1Î±', 'CRBN', 'IKZF1', 'IL-2', 'IL-6', 'TNF-Î±', 'IKZF3']]",2025.0,974.0,0
63142,NCT06887803,A Study of Roginolisib in Combination with Ruxolitinib in Patients with Myelofibrosis (MF) Who Are Unresponsive to JAK Inhibitors,"A Phase I/II Open-Label, Multi-centre Study to Assess the Safety and Tolerability of Roginolisib in Combination with Ruxolitinib in Patients with Myelofibrosis (MF) Who Are Unresponsive to JAK Inhibitors (HEMA-MED)",1,not_yet_recruiting,2025-03-31,2028-07-31,2028-03-31,26.0,ESTIMATED,['Primary Myelofibrosis'],"['Roginolisib', 'Ruxolitinib']","['B1079', 'B481']","[['Small Molecule'], ['Small Molecule']]","[['Small Molecule'], ['Small Molecule']]","[['Phosphatidylinositol 3 kinase delta'], ['Tyrosine-protein kinase JAK1', 'Tyrosine-protein kinase JAK2']]","[['PI3KÎ´'], ['JAK1', 'JAK2']]",2025.0,1218.0,0
63111,NCT06882746,"A Study to Test Different Doses of BI 765049 in People With Advanced Cancer of the Colon, Rectum, Stomach, or Pancreas","A Phase I, Open-label, Non-randomised, Multi-center Dose Escalation Trial of BI 765049 Administered by Parenteral Route in Patients With Advanced, Unresectable, and/or Metastatic Colorectal Carcinoma (CRC), Gastric Carcinoma (GC), or Pancreatic Ductal Adenocarcinoma (PDAC) to Determine the MTD and the RP2D and to Determine the Dosing Regimen for Further Development of BI 765049",1,recruiting,2025-03-28,2027-05-12,2026-12-11,100.0,ESTIMATED,"['Colorectal Cancer', 'Gastric Cancer', 'Pancreatic Cancer']",['BI 765049'],['B6032'],[['Antibody']],[['Bispecific Antibody']],"[['natural killer cell cytotoxicity receptor 3 ligand 1', 'T cell surface glycoprotein CD3']]","[['NCR3LG1', 'CD3']]",2025.0,775.0,0
61771,NCT06682637,Melflufen for Elderly Patients With Relapsed Myeloma,Melflufen for Elderly Myeloma Patients in Second or Subsequent Relapse,2,withdrawn,2025-03-26,2025-03-26,2025-03-26,0.0,ACTUAL,['Multiple Myeloma'],"['Melphalan flufenamide', 'Dexamethasone']","['B1434', 'B1128']","[['Engineered Protein Therapy'], ['Small Molecule']]","[['Synthetic Peptide Drug Conjugate'], ['Small Molecule']]","[['DNA'], ['Glucocorticoid receptor']]","[['DNA'], ['GR']]",2025.0,0.0,0
63329,NCT06914128,A First-in-human Study to Learn How Safe BAY 3713372 is and How it Works in Participants With MTAP-deleted Solid Tumors,"A First-in-human Study to Evaluate the Safety, Tolerability and Pharmacokinetics, Pharmacodynamics and Preliminary Clinical Activity of BAY 3713372, a Novel 2nd Generation PRMT5 Inhibitor, in Participants With MTAP-deleted Solid Tumors.",1,recruiting,2025-03-21,2029-06-17,2029-06-17,70.0,ESTIMATED,['Solid Tumors'],['PH020'],['B11897'],[['Small Molecule']],[['Small Molecule']],[['Protein arginine methyltransferase 5']],[['PRMT5']],2025.0,1549.0,0
62073,NCT06728072,Addition of Antibiotics to Upfront Treatment Regimen for Colorectal Cancer,"Pilot Study Evaluating Microbiome Modulation Therapy (MBMT) With Ciprofloxacin, Metronidazole, and Aspirin in Addition to Standard of Care Chemotherapy in Patients Undergoing First-Line Therapy for Metastatic Colorectal Cancer",2,recruiting,2025-03-07,2035-07-01,2035-07-01,97.0,ESTIMATED,"['Colorectal Cancer', 'Colorectal Cancer']","['Metronidazole', 'Ciprofloxacin', 'Aspirin']","['B282', 'B2048', 'B856']","[['Small Molecule'], ['Small Molecule'], ['Small Molecule']]","[['Small Molecule'], ['Small Molecule'], ['Small Molecule']]","[[], [], ['Cyclooxygenases']]","[[], ['Bacterial DNA gyrase'], ['COX']]",2025.0,3768.0,0
56535,NCT06417190,Bladder Preservation for Patients with Muscle Invasive Bladder Cancer (MIBC) with Variant Histology,IIT2023-13-BALLAS-VHTMT: Bladder Preservation for Patients with Muscle Invasive Bladder Cancer (MIBC) with Variant Histology,2,recruiting,2025-03-01,2030-09-30,2030-09-30,20.0,ESTIMATED,"['Glioma', 'Muscle Invasive Bladder Cancer']",[],[],[],[],[],[],2025.0,2039.0,0
62816,NCT06834672,"Study of IBI354 Versus Investigator's Choice of Chemotherapy in Patients With Platinum-resistant Ovarian, Primary Peritoneal, or Fallopian Tube Cancer","A Multicenter, Randomized, Open-label Phase III Study of IBI354 Versus Investigator's Choice of Chemotherapy in Patients With Platinum-resistant Ovarian, Primary Peritoneal, or Fallopian Tube Cancer",3,not_yet_recruiting,2025-02-28,2029-11-28,2027-12-28,450.0,ESTIMATED,"['Fallopian Tube Cancer', 'Ovarian Cancer', 'Primary Peritoneal Cancer']","['IBI 354', 'Paclitaxel', 'Gemcitabine', 'Pegylated liposomal doxorubicin']","['B4829', 'B1250', 'B2079', 'B2819']","[['Antibody Drug Conjugate (ADC)'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule']]","[['Antibody Drug Conjugate (ADC)'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule']]","[['DNA topoisomerase I', 'Receptor protein-tyrosine kinase erbB-2'], ['Tubulin beta-1 chain'], ['DNA', 'Ribonucleotide reductase'], ['DNA', 'Top II inhibitors (Topoisomerase II inhibitors)']]","[['TOP1', 'HER2'], ['TUBB1'], ['DNA', 'RNR'], ['DNA', 'TOP2']]",2025.0,1734.0,0
62949,NCT06856200,A Study of Sirolimus (Albumin-Bound) in Combination With Palbociclib and Fulvestrant for the Treatment of Advanced Breast Cancer,"An Investigator-initiated Study to Evaluate the Safety, Tolerability, and Preliminary Efficacy of Sirolimusï¼ˆAlbumin-boundï¼‰in Combination With Palbociclib and Fulvestrant in Patients With Advanced HR- Positive, HER2- Negative Breast Cancer",,recruiting,2025-02-28,2026-06-30,2025-10-31,36.0,ESTIMATED,"['HER2-Negative Breast Cancer', 'Endocrine Neoplasm']","['Sirolimus', 'Palbociclib', 'Fulvestrant']","['B1227', 'B504', 'B276']","[['Small Molecule'], ['Small Molecule'], ['Small Molecule']]","[['Small Molecule'], ['Small Molecule'], ['Small Molecule']]","[['Serine/threonine-protein kinase mTOR'], ['Cyclin-dependent kinase 4', 'Cyclin-dependent kinase 6'], ['Estrogen receptors']]","[['mTOR'], ['CDK4', 'CDK6'], ['ER']]",2025.0,487.0,0
60900,NCT06560879,Effectiveness of Probiotics for the Prevention of Gastrointestinal Toxicity in Children with Leukemia,Effectiveness of Probiotics for the Prevention of Gastrointestinal Toxicity and Changes in Gut Microbiota in Children with Acute Lymphoblastic Leukemia,2,enrolling_by_invitation,2025-02-01,2026-08-31,2025-12-31,120.0,ESTIMATED,"['Thoracic Neoplasm', 'Probiotics', 'Gastrointestinal Diseases']","['Lactobacillus rhamnosus', 'Bifidobacterium bifidum', 'Placebo Control']",[],[],[],[],[],2025.0,576.0,0
62610,NCT06801730,Irinotecan Liposomes Combined With Bevacizumab in the Treatment of Recurrent Glioma,Exploratory Study of Irinotecan Liposomes Combined With Bevacizumab in the Treatment of Progressive or Recurrent Glioma,2,recruiting,2025-01-08,2026-12-15,2026-12-15,38.0,ESTIMATED,['Glioma'],"['irinotecan liposomal', 'Bevacizumab']","['B9057', 'B167']","[[], ['Antibody']]","[[], ['Monoclonal Antibody']]","[[], ['Vascular endothelial growth factor A']]","[[], ['VEGF-A']]",2025.0,706.0,0
62916,NCT06851247,GAPP Induction and Concurrent Chemoradiotherapy Followed by Toripalimab Maintenance for Nasopharyngeal Carcinoma.,"Toripalimab Plus Anlotinib Combined with GP Induction Chemotherapy and Concurrent Chemoradiotherapy Followed by Toripalimab Maintenance Therapy for High-risk, Locally Advanced Nasopharyngeal Carcinomaï¼šA Single-arm, Phase II Clinical Trial",2,recruiting,2025-01-03,2027-06-30,2027-06-30,47.0,ESTIMATED,['Nasopharyngeal Cancer'],"['Toripalimab', 'Catequentinib', 'Gemcitabine', 'Cisplatin', 'Intensity-Modulated Radiation Therapy']","['B1346', 'B1436', 'B2079', 'B49']","[['Antibody'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule']]","[['Monoclonal Antibody'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule']]","[['Programmed cell death protein 1'], ['Stem cell growth factor receptor', 'Vascular endothelial growth factor receptor 1', 'Vascular endothelial growth factor receptor 2', 'Vascular endothelial growth factor receptor 3'], ['DNA', 'Ribonucleotide reductase'], ['DNA']]","[['PD-1'], ['c-Kit', 'VEGFR1', 'VEGFR2', 'VEGFR3'], ['DNA', 'RNR'], ['DNA']]",2025.0,908.0,0
56076,NCT06352866,Siltuximab for Cytokine Release Syndrome Prophylaxis Prior to tx w/ Teclistamab in RRMM,Phase II Trial of Siltuximab for Cytokine Release Syndrome Prophylaxis Prior to Treatment With Teclistamab in Relapsed or Refractory Multiple Myeloma (RRMM),2,withdrawn,2025-01-01,2025-12-01,2025-04-01,0.0,ACTUAL,"['Multiple Myeloma', 'Cytokine Release Syndrome', 'Multiple Myeloma', 'Immune Effector Cell Associated Neurotoxicity Syndrome']","['Siltuximab', 'Teclistamab']","['B454', 'B1522']","[['Antibody'], ['Antibody']]","[['Monoclonal Antibody'], ['Bispecific T-Cell Engager']]","[['Interleukin-6'], ['B-cell maturation protein', 'T cell surface glycoprotein CD3']]","[['IL-6'], ['BCMA', 'CD3']]",2025.0,334.0,0
62186,NCT06744894,SIL as Maintenance Therapy in Multiple Myeloma,Selinexor Combined With Ixazomib and Lenalidomide as Maintenance Therapy in Patients With Multiple Myeloma,2,not_yet_recruiting,2025-01-01,2030-01-01,2028-01-01,50.0,ESTIMATED,['Multiple Myeloma'],"['Selinexor', 'Ixazomib', 'Lenalidomide']","['B1030', 'B783', 'B2071']","[['Small Molecule'], ['Small Molecule'], ['Small Molecule']]","[['Small Molecule'], ['Small Molecule'], ['Molecular glue']]","[['Exportin-1 protein'], ['Proteasome'], ['casein kinase 1 alpha 1', 'Cereblon', 'DNA-binding protein Ikaros', 'Interleukin-2', 'Interleukin-6', 'Tumor necrosis factor Î±', 'Zinc finger protein Aiolos']]","[['XPO1'], ['Proteasome'], ['IFNÎ³', 'CK1Î±', 'CRBN', 'IKZF1', 'IL-2', 'IL-6', 'TNF-Î±', 'IKZF3']]",2025.0,1826.0,0
62408,NCT06772428,Nano-crystalline Megestrol Acetate for Adjuvant Treatment in High-risk Head and Neck Squamous Cell Carcinoma After Surgery.,"A Prospective, Randomized, Parallel-controlled Clinical Study of Nano-crystalline Megestrol Acetate Combined With Standard Treatment Versus Standard Treatment Alone for Adjuvant Therapy in Patients With High-risk Factor Squamous Cell Carcinoma of the Head and Neck After Surgery.",3,not_yet_recruiting,2025-01-01,2027-12-31,2027-06-30,96.0,ESTIMATED,"['Head and Neck Squamous Cell Carcinoma', 'Underwent Surgery Within 6 Weeks and Postoperative Assessment Indicated High-risk Factors']","['Megestrol acetate', 'Radiation Therapy', 'Chemotherapy']",['B9385'],[[]],[[]],[[]],[[]],2025.0,1094.0,0
62032,NCT06720324,CD7-specific CAR-T Cell in the Treatment of CD7-positive Relapsed/Refractory Hematologic Tumors,An Open-label Clinical Study on the Efficacy and Safety of CD7-specific CAR-T Cell Injection in the Treatment of CD7-positive Relapsed/Refractory Hematologic Tumors,1,recruiting,2024-12-31,2027-12-31,2027-12-31,80.0,ESTIMATED,['Hematology'],"['Fludarabine', 'Cyclophosphamide', 'Anti-CD7 CAR T-cells']","['B346', 'B2818']","[['Small Molecule'], ['Small Molecule']]","[['Small Molecule'], ['Small Molecule']]","[['Ribonucleotide reductase', 'RNA polymerase II'], ['DNA']]","[['DNA polymerase III', 'RNR', 'RNA polymerase II'], ['DNA']]",2024.0,1095.0,0
62128,NCT06735131,The Optimal Radioimmunotherapy Combinations for Advanced TNBC,"A Prospective, Multicenter Clinical Trial Exploring the Optimal Combination Strategies of Radiotherapy and Immunotherapy for Advanced Triple-Negative Breast Cancer",2,not_yet_recruiting,2024-12-31,2027-01-31,2026-07-31,60.0,ESTIMATED,['Triple-Negative Breast Cancer'],"['Toripalimab', 'Radiation Therapy', 'Chemotherapy', 'Nab-paclitaxel', 'Gemcitabine', 'Carboplatin']","['B1346', 'B7744', 'B2079', 'B274']","[['Antibody'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule']]","[['Monoclonal Antibody'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule']]","[['Programmed cell death protein 1'], ['Tubulin beta-1 chain'], ['DNA', 'Ribonucleotide reductase'], ['DNA']]","[['PD-1'], ['TUBB1'], ['DNA', 'RNR'], ['DNA']]",2024.0,761.0,0
62094,NCT06730932,"A Prospectiveï¼ŒSingle Arm, Multicenter Clinical Study of BTLA Monoclonal Antibody JS004 (B/T Lymphocyte Attenuator Factor Monoclonal Antibody) in Combination With Toripalimab in Patients With Unresectable or Advanced Renal Cell Carcinoma Who Had Failed Previous Immunotherapy","A Prospectiveï¼ŒSingle Arm, Multicenter Clinical Study of BTLA Monoclonal Antibody JS004 (B/T Lymphocyte Attenuator Factor Monoclonal Antibody) in Combination With Toripalimab in Patients With Unresectable or Advanced Renal Cell Carcinoma Who Had Failed Previous Immunotherapy",2,not_yet_recruiting,2024-12-30,2026-12-30,2026-03-30,31.0,ESTIMATED,['Clear Cell Renal Cell Carcinoma'],"['Tifcemalimab', 'Toripalimab']","['B1784', 'B1346']","[['Antibody'], ['Antibody']]","[['Monoclonal Antibody'], ['Monoclonal Antibody']]","[['B- and T-lymphocyte attenuator'], ['Programmed cell death protein 1']]","[['BTLA'], ['PD-1']]",2024.0,730.0,0
61674,NCT06667908,A Study of JNJ-90301900 in Combination With Chemoradiation Followed by Consolidation Immunotherapy for Non-Small Cell Lung Cancer (NSCLC),"A Phase 2, Randomized, Open-Label, Active-Controlled Study of JNJ-90301900 in Combination With Chemoradiation Followed by Durvalumab in Locally Advanced and Unresectable Stage III NSCLC",2,recruiting,2024-12-06,2028-12-31,2028-12-31,130.0,ESTIMATED,['Non-Small Cell Lung Cancer'],"['Hafnium oxide', 'Durvalumab', 'Intensity-Modulated Radiation Therapy', 'Carboplatin', 'Paclitaxel']","['B1398', 'B977', 'B274', 'B1250']","[['Small Molecule Radiopharmaceutical'], ['Antibody'], ['Small Molecule'], ['Small Molecule']]","[['Small Molecule Radiopharmaceutical'], ['Monoclonal Antibody'], ['Small Molecule'], ['Small Molecule']]","[[], ['Programmed death-ligand 1'], ['DNA'], ['Tubulin beta-1 chain']]","[[], ['PDL1'], ['DNA'], ['TUBB1']]",2024.0,1486.0,0
