id-datalake,nct_id,brief_title,official_title,phase,recruitment_status,start_date,completion_date,primary_completion_date,enrollment,enrollment_type,indications,interventions_drugs,drugs_datalake,main_technologies,specific_technologies,target_names,target_abbreviations,start_year,duration,success
54044,NCT06041425,The Effects of Oxycodone Versus Sufentanil on Pain and Inflammatory Response After TACE,The Effects of Single Dose Oxycodone Versus Sufentanil on Pain and Inflammatory Response After Transcatheter Arterial Chemoembolization for Hepatocellular Carcinoma: a Randomized Controlled Study,4,completed,2023-08-07,2023-12-25,2023-12-17,40.0,ACTUAL,"['Hepatocellular Carcinoma', 'Leiomyosarcoma', 'Connective and Soft Tissue Neoplasm', 'Inflammation']","['Oxycodone', 'Transarterial Chemoembolization', 'Sufentanil']","['B1993', 'B1995']","[['Small Molecule'], ['Small Molecule']]","[['Small Molecule'], ['Small Molecule']]","[['Opioid receptors'], ['Opioid receptors']]","[['Opioid receptors'], ['Opioid receptors']]",2023.0,140.0,1
52251,NCT05770531,Circulating Tumor DNA to Guide Changes in Standard of Care Chemotherapy,A Randomized Clinical Trial Comparing ctDNA-Directed Therapy Change With Standard of Care in Patients With Metastatic Triple Negative Breast Cancer,2,recruiting,2023-08-04,2028-10-01,2028-08-01,160.0,ESTIMATED,"['HER2-Negative Breast Cancer', 'Triple-Negative Breast Cancer']","['Biospecimen Collection', 'Computed Tomography', 'Magnetic Resonance Imaging', 'Sacituzumab govitecan']",['B1036'],[['Antibody Drug Conjugate (ADC)']],[['Antibody Drug Conjugate (ADC)']],"[['DNA topoisomerase I', 'Tumor-associated calcium signal transducer 2']]","[['TOP1', 'TROP2']]",2023.0,1885.0,0
53820,NCT06007846,A Prospective Study of Memantine in Patients With Cirrhosis and Liver Cancer,A Prospective Cohort Study of Single Agent Memantine in Patients With Child-Pugh Score â‰¥ B7 Cirrhosis and Hepatocellular Carcinoma,2,recruiting,2023-07-31,2025-08-31,2025-07-31,12.0,ESTIMATED,"['Hepatocellular Carcinoma', 'Cirrhosis']",['memantine hydrochloride'],['B9273'],[[]],[[]],[[]],[[]],2023.0,762.0,0
53467,NCT05954312,A First-in-Human (FIH) Study to Evaluate the Safety and Tolerability of VVD-130037 in Participants With Advanced Solid Tumors,"A Phase 1, Open-label, Multicenter, First-in-Human Study to Evaluate the Safety, Tolerability, Pharmacokinetics, Pharmacodynamics, and Preliminary Anti-tumor Activity of VVD-130037, a Kelch-like ECH Associated Protein 1 (KEAP1) Activator, in Participants With Advanced Solid Tumors",1,recruiting,2023-07-28,2027-12-31,2027-12-31,280.0,ESTIMATED,['Solid Tumors'],['VVD-130037'],['B5009'],[['Small Molecule']],[['Small Molecule']],[['Kelch like ECH associated protein 1']],[['KEAP1']],2023.0,1617.0,0
52299,NCT05777278,Savolitinib Plus Docetaxel as 2L in EGFR/ALK/ROS1/MET ex14m-wildtype NSCLC With MET Overexpression,A Prospective Study of Savolitinib Plus Docetaxel in Pretreated EGFR/ALK/ROS1/MET ex14m-wildtype Advanced NSCLC Patients With MET Overexpression (FirstMET),1,recruiting,2023-07-26,2027-08-31,2027-08-31,29.0,ESTIMATED,['Non-Small Cell Lung Cancer'],"['Savolitinib', 'Docetaxel']","['B988', 'B2814']","[['Small Molecule'], ['Small Molecule']]","[['Small Molecule'], ['Small Molecule']]","[['c-Met inhibitors(Hepatocyte growth factor receptor inhibitors)'], ['Tubulin beta-1 chain']]","[['c-Met'], ['TUBB1']]",2023.0,1497.0,0
52793,NCT05850234,"A Study of GC012F (AZD0120), a CAR T Therapy Targeting CD19 and BCMA in Subjects With Relapsed/Refractory Multiple Myeloma","A Phase 1b/2 Study of GC012F (AZD0120), a Chimeric Antigen Receptor T-cell (CAR T) Therapy Targeting CD19 and B-cell Maturation Antigen (BCMA) in Subjects With Relapsed/Refractory Multiple Myeloma",1,recruiting,2023-07-20,2028-09-29,2027-04-13,80.0,ESTIMATED,['Multiple Myeloma'],['GC 012F'],['B4400'],[['Chimeric Antigen Receptor T-Cell Therapy (CAR-T)']],[['Chimeric Antigen Receptor T-Cell Therapy (CAR-T)']],"[['B-cell maturation protein', 'B-lymphocyte antigen CD19']]","[['BCMA', 'CD19']]",2023.0,1898.0,0
51704,NCT05687110,Studying the Safety and Determining the Optimal Dose of Novobiocin in Patients With Tumors That Have Alterations in DNA Repair Genes,A Phase 1 Study of the Polymerase Theta Inhibitor Novobiocin in BRCA-Mutant and Other DNA Damage Repair-Deficient Solid Tumors,1,recruiting,2023-07-06,2026-09-01,2026-08-01,31.0,ESTIMATED,"['Solid Tumors', 'Solid Tumors']","['Biopsy', 'Biospecimen Collection', 'Diagnostic Imaging', 'novobiocin sodium']",['B8884'],[[]],[[]],[[]],[[]],2023.0,1153.0,0
53508,NCT05961696,A Phase I Study of Mosunetuzumab for Relapsed or Refractory B-Cell Acute Lymphoblastic Leukemia,A Phase I Study of Mosunetuzumab for Relapsed or Refractory B-Cell Acute Lymphoblastic Leukemia,1,withdrawn,2023-07-05,2023-10-03,2023-10-03,0.0,ACTUAL,['Acute Lymphoblastic Leukemia'],['Mosunetuzumab'],['B1328'],[['Antibody']],[['Bispecific T-Cell Engager']],"[['B-lymphocyte antigen CD20', 'T cell surface glycoprotein CD3']]","[['CD20', 'CD3']]",2023.0,90.0,0
52123,NCT05751265,Tislelizumab Combined With Chemotherapy in the Cross-line Treatment of First-line Resistant Advanced Gastric Cancer,"Tislelizumab Combined With Chemotherapy in the Cross-line Treatment of First-line Resistant Advanced Gastric Cancer, Single-arm, Exploratory Clinical Study",2,not_yet_recruiting,2023-07-01,2025-06-01,2024-06-01,39.0,ESTIMATED,['Gastric Cancer'],"['Tislelizumab', 'Fluorouracil', 'Paclitaxel']","['B1344', 'B493', 'B1250']","[['Antibody'], ['Small Molecule'], ['Small Molecule']]","[['Monoclonal Antibody'], ['Small Molecule'], ['Small Molecule']]","[['Programmed cell death protein 1'], ['Thymidylate synthase'], ['Tubulin beta-1 chain']]","[['PD-1'], ['TYMS'], ['TUBB1']]",2023.0,701.0,0
50050,NCT05443425,Leflunomide in Combination With Steroids for the Treatment of Acute Graft-versus-Host Disease After Donor Stem Cell Transplant for Hematologic Malignancies,Pilot Trial of Leflunomide in Combination With Steroids for the Treatment of Acute Graft-versus-Host Disease After Allogeneic Hematopoietic Cell Transplantation for Hematologic Malignancies,1,recruiting,2023-06-16,2025-07-05,2025-07-05,18.0,ESTIMATED,"['Hematology', 'Acute Graft Versus Host Disease']","['Colestyramine', 'Leflunomide', 'Steroid Therapy']","['B3231', 'B2103']","[['Small Molecule'], ['Small Molecule']]","[['Small Molecule'], ['Small Molecule']]","[[], ['Dihydroorotate dehydrogenase']]","[['FABP6'], ['DHODH']]",2023.0,750.0,0
52541,NCT05812807,Pembrolizumab vs. Observation in People With Triple-negative Breast Cancer Who Had a Pathologic Complete Response After Chemotherapy Plus Pembrolizumab,OptimICE-PCR: De-Escalation of Therapy in Early-Stage TNBC Patients Who Achieve pCR After Neoadjuvant Chemotherapy With Checkpoint Inhibitor Therapy,3,recruiting,2023-06-14,2033-05-31,2033-05-31,1295.0,ESTIMATED,"['Breast Cancer', 'Breast Cancer', 'Breast Cancer', 'Triple-Negative Breast Cancer']","['Pembrolizumab', 'Patient Observation', 'Biopsy', 'Biospecimen Collection', 'Questionnaire Administration']",['B936'],[['Antibody']],[['Monoclonal Antibody']],[['Programmed cell death protein 1']],[['PD-1']],2023.0,3639.0,0
53298,NCT05926960,"A Study Comparing 3 Study Medicines (Encorafenib, Binimetinib, Pembrolizumab) to 2 Study Medicines (Ipilimumab and Nivolumab) in Patients With Advanced Melanoma","A PHASE 2, RANDOMIZED, OPEN-LABEL STUDY OF ENCORAFENIB AND BINIMETINIB PLUS PEMBROLIZUMAB VERSUS NIVOLUMAB AND IPILIMUMAB IN PARTICIPANTS WITH BRAF V600E/K MUTATION-POSITIVE MELANOMA WHO PROGRESSED DURING OR AFTER PRIOR TREATMENT WITH ANTI-PD-1 THERAPY",2,active_not_recruiting,2023-06-13,2027-05-23,2025-05-23,38.0,ACTUAL,['Male Reproductive System Neoplasm'],"['Encorafenib', 'Binimetinib', 'Pembrolizumab', 'Ipilimumab', 'Nivolumab']","['B981', 'B949', 'B936', 'B480', 'B714']","[['Small Molecule'], ['Small Molecule'], ['Antibody'], ['Antibody'], ['Antibody']]","[['Small Molecule'], ['Small Molecule'], ['Monoclonal Antibody'], ['Monoclonal Antibody'], ['Monoclonal Antibody']]","[['Serine/threonine-protein kinase B-raf'], ['Dual specificity mitogen-activated protein kinase kinase 1', 'Dual specificity mitogen-activated protein kinase kinase 2'], ['Programmed cell death protein 1'], ['Cytotoxic T-Lymphocyte-Associated Antigen 4'], ['Programmed cell death protein 1']]","[['BRAF'], ['MEK1', 'MEK2'], ['PD-1'], ['CTLA4'], ['PD-1']]",2023.0,1440.0,0
60267,NCT05443464,Mesenchymal Stem Cells (MSCs) for Steroid Refractory Acute GVHD (SR-aGVHD),A Phase I Safety Study of Single Dose Allogeneic Bone Marrow Derived MSCs for Steroid Refractory Acute Graft vs. Host Disease,1,withdrawn,2023-06-05,2024-10-14,2024-06-10,0.0,ACTUAL,['Acute Graft Versus Host Disease'],['OSSM 001'],['B11522'],[['Mesenchymal Stem Cell Therapy (MSCs)']],[['Mesenchymal Stem Cell Therapy (MSCs)']],[[]],[[]],2023.0,497.0,0
53074,NCT05894837,Serplulimab+Regorafenib +Hepatic Artery Bicarbonate Infusion in Patients With Colorectal Cancer and Liver Metastases,"Serplulimab in Combination With Regorafenib and Hepatic Artery Bicarbonate Infusion for Third-line Treatment in Patients With Colorectal Cancer and Liver Metastases: a Single-center, Single-arm, Phase 2 Trial",2,not_yet_recruiting,2023-06-01,2025-06-01,2024-06-01,30.0,ESTIMATED,"['Colorectal Cancer', 'Liver Cancer']","['Serplulimab', 'Regorafenib', 'Intrahepatic Infusion Procedure']","['B1535', 'B526']","[['Antibody'], ['Small Molecule']]","[['Monoclonal Antibody'], ['Small Molecule']]","[['Programmed cell death protein 1'], ['Colony stimulating factor 1 receptor', 'Ephrin type-A receptor 2', 'Fibroblast growth factor receptor 1', 'Fibroblast growth factor receptor 2', 'Nerve growth factor receptor Trk-A', 'Platelet-derived growth factor receptor alpha', 'Platelet-derived growth factor receptor beta', 'RAF serine/threonine protein kinase', 'Serine/threonine-protein kinase B-raf', 'Stem cell growth factor receptor', 'TEK receptor tyrosine kinase', 'Tyrosine-protein kinase receptor RET', 'Vascular endothelial growth factor receptor 1', 'Vascular endothelial growth factor receptor 2', 'Vascular endothelial growth factor receptor 3']]","[['PD-1'], ['Abl', 'BRAF V600E', 'CSF-1R', 'EphA2', 'FGFR1', 'FGFR2', 'TRKA', 'PDGFRÎ±', 'PDGFRÎ²', 'Raf kinase', 'BRAF', 'c-Kit', 'Tie-2', 'RET', 'VEGFR1', 'VEGFR2', 'VEGFR3', 'DDR2', 'FRK', 'MAPK11']]",2023.0,731.0,0
49770,NCT05400902,HAIC Combined With Sintilimab and Bevacizumab for Unresectable Intrahepatic Cholangiocarcinoma,"Hepatic Arterial Infusion Chemotherapy Combined With Sintilimab and Bevacizumab in the Treatment of Unresectable Intrahepatic Cholangiocarcinoma: A Prospective, Single-Center, Phase II Study",2,unknown,2023-05-31,2023-12-31,2023-12-31,17.0,ESTIMATED,['Intrahepatic Cholangiocarcinoma'],"['Oxaliplatin', 'Folinic acid', 'Fluorouracil', 'Sintilimab', 'Bevacizumab']","['B1229', 'B226', 'B493', 'B1337', 'B167']","[['Small Molecule'], [], ['Small Molecule'], ['Antibody'], ['Antibody']]","[['Small Molecule'], [], ['Small Molecule'], ['Monoclonal Antibody'], ['Monoclonal Antibody']]","[['DNA'], [], ['Thymidylate synthase'], ['Programmed cell death protein 1'], ['Vascular endothelial growth factor A']]","[['DNA'], [], ['TYMS'], ['PD-1'], ['VEGF-A']]",2023.0,214.0,0
53017,NCT05885464,A Study Evaluating the Safety and Efficacy of BEAM-201 in Relapsed/Refractory T-Cell Acute Lymphoblastic Leukemia (T-ALL) or T-Cell Lymphoblastic Lymphoma (T-LL),"A Phase 1/2, Dose-Exploration and Dose-Expansion Study Evaluating the Safety and Efficacy of Multiplex Base-Edited, Allogeneic Anti-CD7 CAR-T Cells (BEAM-201) in Relapsed/Refractory T-Cell Acute Lymphoblastic Leukemia (T-ALL) or T-Cell Lymphoblastic Lymphoma (T-LL)",1,active_not_recruiting,2023-05-25,2026-12-31,2026-12-31,5.0,ACTUAL,"['T Lymphoblastic Lymphoma', 'Hematology', 'Acute Lymphoblastic Leukemia']",['BEAM 201'],['B5601'],[['Chimeric Antigen Receptor T-Cell Therapy (CAR-T)']],[['Chimeric Antigen Receptor T-Cell Therapy (CAR-T)']],[['T-cell antigen CD7']],[['CD7']],2023.0,1316.0,0
53597,NCT05976997,"Prospective, Single Arm, Single Center Study of Duvelisib Combined With Chidamide in the Treatment of Newly Diagnosed Peripheral T-cell Lymphoma (PTCL)","Prospective, Single Arm, Single Center Study of Duvelisib Combined With Chidamide in the Treatment of Newly Diagnosed Peripheral T-cell Lymphoma (PTCL)",2,recruiting,2023-05-08,2024-12-31,2023-12-31,36.0,ESTIMATED,"['Peripheral T-Cell Lymphoma, Not Otherwise Specified']","['Duvelisib', 'Chidamide']","['B901', 'B9734']","[['Small Molecule'], ['Small Molecule']]","[['Small Molecule'], ['Small Molecule']]","[['Phosphatidylinositol 3 kinase delta', 'Phosphatidylinositol 3 kinase gamma'], ['Histone deacetylase']]","[['PI3KÎ´', 'PI3KÎ³'], ['HDAC']]",2023.0,603.0,0
51876,NCT05716516,STUDY02001740;22SCH740: Estradiol For ER+ Advanced Breast Cancer (ESTHER),Phase II Study of Estradiol Therapy to Target ER-Mutant and ER-Wild-Type ER+ Metastatic or Advanced Breast Cancer,2,recruiting,2023-05-04,2027-05-31,2026-05-31,36.0,ESTIMATED,['Brain Metastasis'],['Estradiol'],['B273'],[[]],[[]],[['Estrogen receptors']],[['ER']],2023.0,1488.0,0
47909,NCT05139056,Multiple Doses of Neural Stem Cell Virotherapy (NSC-CRAd-S-pk7) for the Treatment of Recurrent High-Grade Gliomas,A Phase I Study of Multiple Doses of Neural Stem Cell-Based Oncolytic Virotherapy (NSC-CRAd-S-pk7) Administered Intracerebrally to Patients With Recurrent High-Grade Gliomas,1,recruiting,2023-05-02,2025-08-07,2025-08-07,36.0,ESTIMATED,"['Anaplastic Astrocytoma', 'WHO Grade 3 Glioma', 'Anaplastic Oligodendroglioma', 'Glioblastoma', 'Gliosarcoma', 'High-Grade Glioma', 'WHO Grade 2 Glioma', 'WHO Grade 3 Glioma']","['Neural Stem Cells-expressing CRAd-S-pk7', 'Resection']",[],[],[],[],[],2023.0,828.0,0
52784,NCT05848999,UCLM802 (Anti-Mesothelin CAR-T) Cell Injection in Patients With Mesothelin-positive Advanced Malignant Solid Tumors,"Exploratory Study to Evaluate the Safety, Tolerability and Preliminary Efficacy of UCLM802 (Anti-Mesothelin CAR-T) Cell Injection in Patients With Mesothelin-positive Advanced Malignant Solid Tumors",1,recruiting,2023-04-27,2025-07-31,2025-05-31,87.0,ESTIMATED,['Solid Tumors'],['UCLM-802'],['B3311'],[['Chimeric Antigen Receptor T-Cell Therapy (CAR-T)']],[['Chimeric Antigen Receptor T-Cell Therapy (CAR-T)']],[['MSLN inhibitors(Mesothelin inhibitors)']],[['MSLN']],2023.0,826.0,0
52753,NCT05843448,"IDO and PD-L1 Peptide Based Immune-Modulatory Therapeutic (IO102-IO103) in Combination With Pembrolizumab for BCG-Unresponsive or Intolerant, Non-Muscle Invasive Bladder Cancer","Pilot Study of an IDO and PD-L1 Peptide Based Immune-Modulatory Therapeutic (IO102-IO103) in Combination With Pembrolizumab for BCG-Unresponsive or Intolerant, Non-Muscle Invasive Bladder Cancer",1,recruiting,2023-04-19,2026-12-31,2026-06-30,30.0,ESTIMATED,"['Muscle Invasive Bladder Cancer', 'Urothelial Carcinoma', 'Urothelial Carcinoma', 'Bladder Cancer']","['IO102 IO103', 'Pembrolizumab']","['B3545', 'B936']","[['Subunit Vaccine'], ['Antibody']]","[['Subunit Vaccine'], ['Monoclonal Antibody']]","[['Indoleamine 2,3-dioxygenase', 'Programmed death-ligand 1'], ['Programmed cell death protein 1']]","[['IDO1', 'PDL1'], ['PD-1']]",2023.0,1352.0,0
51789,NCT05701709,Phase I Study of SHR-A2102 in Patients With Advanced Solid Tumors,"An Open-Label, Single-Arm, Multi-Center Phase I Clinical Study to Evaluate the Safety, Tolerability, Efficacy and Pharmacokinetics of SHR-A2102 in Patients With Advanced Solid Tumors",1,active_not_recruiting,2023-04-06,2025-08-31,2025-08-31,395.0,ACTUAL,['Solid Tumors'],['SHR A2102'],['B5193'],[['Antibody Drug Conjugate (ADC)']],[['Antibody Drug Conjugate (ADC)']],"[['DNA topoisomerase I', 'nectin-4 inhibitors(Nectin-4 inhibitors)']]","[['TOP1', 'NECTIN4']]",2023.0,878.0,0
49551,NCT05371054,"Study of VIP152, Venetoclax, and Prednisone (VVIP) in Relapsed/Refractory Lymphoid Malignancies","Phase 1/2 Study of VIP152, Venetoclax, and Prednisone (VVIP) in Relapsed/Refractory Lymphoid Malignancies",1,active_not_recruiting,2023-04-05,2029-07-01,2024-07-22,130.0,ESTIMATED,"['Hematology', 'Non-Hodgkin Lymphoma', 'Non-Hodgkin Lymphoma', 'Hematology', 'Leukemia']","['Venetoclax', 'Enitociclib', 'Prednisone']","['B927', 'B1646', 'B1979']","[['Small Molecule'], ['Small Molecule'], ['Small Molecule']]","[['Small Molecule'], ['Small Molecule'], ['Small Molecule']]","[['Apoptosis regulator Bcl-2'], ['Cyclin-dependent kinase 9'], ['Glucocorticoid receptor']]","[['Bcl-2'], ['CDK9'], ['GR']]",2023.0,2279.0,0
52155,NCT05754801,Yunzhi Essence to Improve the Quality of Life of Patients With Advanced Stage of Cancer,"Yunzhi Essence to Improve the Quality of Life of Patients With Advanced Stage of Cancer: A Randomized, Double-blinded, Placebo-controlled Trial",2,not_yet_recruiting,2023-04-01,2026-09-30,2026-03-31,172.0,ESTIMATED,"['Cancer', 'Palliative Care']","['Coriolus Versicolor Extract', 'Placebo Control']",[],[],[],[],[],2023.0,1278.0,0
60391,NCT05744921,A Study in Adult Patients With Paroxysmal Nocturnal Hemoglobinuria (PNH) to Evaluate How Safe Long-term Treatment With Pozelimab + Cemdisiran Combination Therapy is and How Well it Works.,"An Open-Label Extension Study to Evaluate the Long-Term Safety, Tolerability, and Efficacy of Pozelimab and Cemdisiran Combination Therapy in Patients With Paroxysmal Nocturnal Hemoglobinuria",3,recruiting,2023-03-07,2029-02-05,2029-02-05,202.0,ESTIMATED,['Paroxysmal Nocturnal Hemoglobinuria'],"['Pozelimab', 'Cemdisiran']",[],[],[],[],[],2023.0,2162.0,0
51535,NCT05661591,Effect of Fluconazole on Pharmacokinetics of SHR2554 in Healthy Subjects,"Pharmacokinetic Effect of Fluconazole on SHR2554 in Healthy Subjects in Single-center, Open-label, Single-dose, Auto-controlled Pharmacokinetics",1,completed,2023-02-28,2023-03-31,2023-03-31,18.0,ACTUAL,['Malignant Tumor'],"['SHR-2554', 'Fluconazole']","['B2938', 'B15']","[['Small Molecule'], ['Small Molecule']]","[['Small Molecule'], ['Small Molecule']]","[['Histone-lysine N-methyltransferase EZH2'], ['Cytochrome P450 51']]","[['EZH2'], ['CYP51A1']]",2023.0,31.0,1
51867,NCT05715398,BR790 in Combination With Anlotinib in Adult Subjects With Advanced Non-Small Cell Lung Cancer,"A Multicenter, Open Phase â… /â…¡a Clinical Study to Evaluate the Safety, Tolerability, Pharmacokinetics and Efficacy of BR790 in Combination With Anlotinib in Subjects With Advanced Non-small Cell Lung Cancer",1,not_yet_recruiting,2023-02-28,2025-12-31,2024-12-31,90.0,ESTIMATED,['Non-Small Cell Lung Cancer'],"['BR 790', 'Catequentinib']","['B2985', 'B1436']","[['Small Molecule'], ['Small Molecule']]","[['Small Molecule'], ['Small Molecule']]","[['Src homology phosphotyrosyl phosphatase 2'], ['Stem cell growth factor receptor', 'Vascular endothelial growth factor receptor 1', 'Vascular endothelial growth factor receptor 2', 'Vascular endothelial growth factor receptor 3']]","[['SHP2'], ['c-Kit', 'VEGFR1', 'VEGFR2', 'VEGFR3']]",2023.0,1037.0,0
51641,NCT05675813,Genotype-guided Treatment in Newly Diagnosed PTCL,Guidance-04ï¼šT-cell Lymphoma Seriesï¼šA Genotype-guided Therapy in Newly Diagnosed Patients With Peripheral T-cell Lymphoma ï¼ˆTHEORY Studyï¼‰,1,recruiting,2023-02-13,2028-07-15,2026-07-15,264.0,ESTIMATED,['T-Cell Non-Hodgkin Lymphoma'],"['Cyclophosphamide', 'Doxorubicin', 'Vincristine', 'Prednisone', 'Azacitidine', 'Selinexor', 'Duvelisib', 'Tislelizumab', 'Chidamide']","['B2818', 'B1914', 'B2083', 'B1979', 'B322', 'B1030', 'B901', 'B1344', 'B9734']","[['Small Molecule'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule'], ['Antibody'], ['Small Molecule']]","[['Small Molecule'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule'], ['Monoclonal Antibody'], ['Small Molecule']]","[['DNA'], ['Top II inhibitors (Topoisomerase II inhibitors)'], ['Tubulin beta-1 chain'], ['Glucocorticoid receptor'], ['DNA'], ['Exportin-1 protein'], ['Phosphatidylinositol 3 kinase delta', 'Phosphatidylinositol 3 kinase gamma'], ['Programmed cell death protein 1'], ['Histone deacetylase']]","[['DNA'], ['TOP2'], ['TUBB1'], ['GR'], ['DNMT1'], ['XPO1'], ['PI3KÎ´', 'PI3KÎ³'], ['PD-1'], ['HDAC']]",2023.0,1979.0,0
51874,NCT05716113,CD7 CAR-T for Patients With r/r CD7+ T-ALL/T-LBL,"A Study for Safety, Efficacy and Cellular Pharmacokinetics of CD7 CAR-T Cell for Patients With Relapsed or Refractory CD7 Positive T-cell Acute Lymphoblastic Leukemia/Lymphoblastic Lymphoma",1,completed,2023-02-09,2024-08-31,2024-08-31,20.0,ACTUAL,"['Neoplasms', 'Hematology', 'Hematology', 'Hematology']",['RD 13'],['B3149'],[['Chimeric Antigen Receptor T-Cell Therapy (CAR-T)']],[['Chimeric Antigen Receptor T-Cell Therapy (CAR-T)']],[['T-cell antigen CD7']],[['CD7']],2023.0,569.0,1
52345,NCT05784870,A Study of Shengxuening Tablet in the Treatment of Chemotherapy-related Anemia in Hematologic Tumors,A Multicenter Randomized Controlled Study of Shengxuening Tablet in the Treatment of Chemotherapy-related Anemia in Hematologic Tumors,3,recruiting,2023-02-07,2024-12-31,2024-12-31,168.0,ESTIMATED,"['Hematology', 'Cancer-Related Anemia']","['Traditional Chinese Medicine Formulation', 'Ferrous succinate']",['B11815'],[[]],[[]],[[]],[[]],2023.0,693.0,0
51923,NCT05722795,Use of Imatinib to Convert Triple Negative Breast Cancer Into ER-positive Breast Cancer (I-CONIC),Use of Imatinib to Convert Triple Negative Breast Cancer Into ER-positive Breast Cancer,,unknown,2023-02-06,2024-12-31,2024-06-30,40.0,ESTIMATED,"['Breast Cancer', 'Triple-Negative Breast Cancer']",['Imatinib'],['B2099'],[['Small Molecule']],[['Small Molecule']],"[['Bcr-Abl tyrosine kinase', 'Platelet-derived growth factor receptor beta', 'Stem cell growth factor receptor']]","[['BCR-ABL1', 'PDGFRÎ²', 'c-Kit']]",2023.0,694.0,0
52930,NCT05870995,Chemotherapy CLAGE-Ven Sequential With Reduced Intensity Conditioning for Refractory Acute Myelodi Leukemia,"A Phase II Single Arm Study of Cladribine, Cytarabine, Etoposide and Venetoclax Sequential With Reduced Dose Conditioning of Fludarabine, Busulfan and Melphalan or Total Marrow Radiation for Refractory Acute Myeloid Leukemia",2,recruiting,2023-02-01,2026-09-01,2026-02-01,100.0,ESTIMATED,['Leukemia'],"['Cladribine', 'Cytarabine', 'Etoposide', 'Venetoclax', 'Fludarabine', 'Busulfan', 'Melphalan', 'Total Marrow Irradiation']","['B365', 'B2050', 'B1463', 'B927', 'B346', 'B2060', 'B2073']","[['Small Molecule'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule']]","[['Small Molecule'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule']]","[['Ribonucleotide reductase'], ['DNA-directed DNA polymerase'], ['Top II inhibitors (Topoisomerase II inhibitors)'], ['Apoptosis regulator Bcl-2'], ['Ribonucleotide reductase', 'RNA polymerase II'], ['DNA'], ['DNA']]","[['RNR'], ['DNA-directed DNA polymerase'], ['TOP2'], ['Bcl-2'], ['DNA polymerase III', 'RNR', 'RNA polymerase II'], ['DNA'], ['DNA']]",2023.0,1308.0,0
51665,NCT05679258,"A Study to Compare the PK , Safety, Tolerability, and Immunogenicity of HLX15 With Daratumumab in Male Subjects","A Phase I Study to Compare the Pharmacokinetic Characteristics, Safety, Tolerability, and Immunogenicity (Randomized, Double-blind, Parallel Controlled) of HLX15 With Daratumumab Injection in Healthy Chinese Male Subjects",1,completed,2023-01-31,2024-06-28,2024-03-16,172.0,ACTUAL,['Multiple Myeloma'],['Daratumumab'],['B415'],[['Antibody']],[['Monoclonal Antibody']],[['Lymphocyte differentiation antigen CD38']],[['CD38']],2023.0,514.0,1
51119,NCT05603559,177Lu-P17-087/177Lu-P17-088 in Patients With Metastatic Castration-resistant Prostate Cancer,Safety and Dosimetry of 177Lu-P17-087/177Lu-P17-088 in Patients With Metastatic Castration-resistant Prostate Cancer,1,completed,2023-01-01,2023-10-04,2023-09-05,9.0,ACTUAL,['Castration-Resistant Prostate Carcinoma'],"['Lutetium Lu 177 Vipivotide Tetraxetan', 'Lutetium Lu-177 PNT2002']",[],[],[],[],[],2023.0,276.0,1
51158,NCT05608785,"Single-center, Multi-cohort Exploratory Phase Ib/II Clinical Study of First-line Treatment of Unresectable Locally Advanced/Advanced Adenocarcinoma of the Stomach or Gastroesophageal Junction Based on Different Genotypes","Single-center, Multi-cohort Exploratory Phase Ib/II Clinical Study of First-line Treatment of Unresectable Locally Advanced/Advanced Adenocarcinoma of the Stomach or Gastroesophageal Junction Based on Different Genotypes",1,unknown,2023-01-01,2024-10-01,2023-12-31,45.0,ESTIMATED,"['Gastric Cancer', 'Gastroesophageal Junction Cancer']","['Fidasimtamab', 'Oxaliplatin', 'Capecitabine', 'Osemitamab', 'Benmelstobart', 'Catequentinib']","['B4347', 'B1229', 'B474', 'B1792', 'B1911', 'B1436']","[['Antibody'], ['Small Molecule'], ['Small Molecule'], ['Antibody'], ['Antibody'], ['Small Molecule']]","[['Bispecific Antibody'], ['Small Molecule'], ['Small Molecule'], ['Monoclonal Antibody'], ['Monoclonal Antibody'], ['Small Molecule']]","[['Programmed cell death protein 1', 'Receptor protein-tyrosine kinase erbB-2'], ['DNA'], ['Thymidylate synthase'], ['Claudin 18.2'], ['Programmed death-ligand 1'], ['Stem cell growth factor receptor', 'Vascular endothelial growth factor receptor 1', 'Vascular endothelial growth factor receptor 2', 'Vascular endothelial growth factor receptor 3']]","[['PD-1', 'HER2'], ['DNA'], ['TYMS'], ['CLDN18.2'], ['PDL1'], ['c-Kit', 'VEGFR1', 'VEGFR2', 'VEGFR3']]",2023.0,639.0,0
